IPv4,Cluster,Member1,IP1,Member2,IP2,Anti-Bot,Anti-Virus,App-Ctrl,Content,Url-F,VPN
100.64.48.4,GBLDN1,GBLDN1-CP2,100.64.48.6,GBLDN1-CP1,100.64.48.5,False,False,False,False,False,False
