IPv4,Gateway,sicExists
100.64.32.114,APAC-CHI-Dalian-FW-CKPT-NFV,True
100.64.32.122,APAC-CHI-Shenzen-FW-CKPT-NFV,True
100.64.32.34,APAC-VIE-HoChiMin-FW-CKPT-NFV,True
100.64.32.82,EMEA-ENG-London-FW-CKPT-NFV,True
100.64.32.58,NASA-BRA-SaoPaulo-FW-CKPT-NFV,True
100.64.32.42,NASA-USA-NewYork-FW-CKPT-NFV,True
