IPv4,Gateway,sicExists
100.64.0.130,fw-am-us-rth-vnfchkp-001,True
100.64.0.106,fw-em-fr-oxy-vnfchkp-001,True
100.64.0.114,fw-em-fr-oxy-vnfchkp-002,True
100.64.0.138,fw-em-fr-oxy-vnfchkp-003,True
100.64.0.154,fw-em-it-mil-vnfchkp-001,True
100.64.0.162,fw-em-it-mil-vnfchkp-002,True
